altitude_m,mass_kg,demand_bus_kw,minimum_pack_capacity_kwh,minimum_discharge_c_rate
3200.0,728.2068932853477,22.633271248654516,7.544423749551505,2.2633271248654516
3300.0,728.2068932853477,22.75081339403281,7.583604464677603,2.275081339403281
3400.0,728.2068932853477,22.8692550368036,7.623085012267867,2.28692550368036
3500.0,728.2068932853477,22.988605283325207,7.662868427775069,2.2988605283325207
3600.0,728.2068932853477,23.108873354762142,7.702957784920714,2.310887335476214
3700.0,728.2068932853477,23.230068588819023,7.743356196273008,2.3230068588819024
3800.0,728.2068932853477,23.352200441504976,7.784066813834992,2.3352200441504976
3900.0,728.2068932853477,23.47527848892933,7.82509282964311,2.347527848892933
4000.0,728.2068932853477,23.599312429128815,7.866437476376272,2.3599312429128814
4100.0,728.2068932853477,23.724312083927586,7.908104027975862,2.372431208392759
4200.0,728.2068932853477,23.850287400829934,7.950095800276645,2.3850287400829933
4300.0,728.2068932853477,23.977248454946913,7.992416151648971,2.3977248454946913
4400.0,728.2068932853477,24.105205450957524,8.035068483652507,2.4105205450957525
4500.0,728.2068932853477,24.234168725104816,8.078056241701605,2.4234168725104817
4600.0,728.2068932853477,24.364148747228015,8.121382915742672,2.4364148747228014
4700.0,728.2068932853477,24.49515612283121,8.165052040943737,2.449515612283121
4800.0,728.2068932853477,24.627201595189334,8.209067198396445,2.462720159518933
4900.0,728.2068932853477,24.760296047492368,8.25343201583079,2.476029604749237
5000.0,728.2068932853477,24.894450505028356,8.298150168342785,2.4894450505028356
5100.0,728.2068932853477,25.029676137406312,8.343225379135438,2.502967613740631
5200.0,728.2068932853477,25.1659842608194,8.388661420273133,2.51659842608194
5300.0,728.2068932853477,25.303386340349782,8.434462113449927,2.5303386340349783
5400.0,728.2068932853477,25.441893992315602,8.480631330771867,2.54418939923156
5500.0,728.2068932853477,25.581518986661063,8.527172995553688,2.5581518986661065
5600.0,728.2068932853477,25.72227324939068,8.574091083130225,2.572227324939068
5700.0,728.2068932853477,25.864168865048402,8.6213896216828,2.58641688650484
5800.0,728.2068932853477,26.007218079242715,8.669072693080905,2.6007218079242715
5900.0,728.2068932853477,26.151433301218695,8.717144433739564,2.6151433301218696
6000.0,728.2068932853477,26.29682710647788,8.765609035492627,2.629682710647788
6100.0,728.2068932853477,26.443412239447035,8.814470746482344,2.6443412239447035
6200.0,728.2068932853477,26.59120161619699,8.863733872065664,2.659120161619699
6300.0,728.2068932853477,26.74020832721247,8.91340277573749,2.674020832721247
